symbol,name,sector,market_cap
CHEMCON,Chemcon Speciality Chemicals Limited,Basic Materials,7352514048.0
CHEMFAB,Chemfab Alkalis Limited,Basic Materials,5519501312.0
CHEMPLASTS,Chemplast Sanmar Limited,Basic Materials,33144510464.0
CHENNPETRO,Chennai Petroleum Corporation Limited,Energy,167316832256.0
CHEVIOT,Cheviot Company Limited,Consumer Cyclical,6625270272.0
CHOICEIN,Choice International Limited,Financial Services,161858256896.0
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,1479323025408.0
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,298303258624.0
CIEINDIA,CIE Automotive India Limited,Consumer Cyclical,179969507328.0
CIFL,Capital India Finance Limited,Financial Services,10011040768.0
CINELINE,Cineline India Limited,Communication Services,2740971776.0
CINEVISTA,Cinevista Limited,Communication Services,895434688.0
CIPLA,Cipla Limited,Healthcare,1163781996544.0
CLEAN,Clean Science and Technology Limited,Basic Materials,87385489408.0
CLEANMAX,Clean Max Enviro Energy Solutions Limited,Utilities,170022371328.0
CLEDUCATE,CL Educate Limited,Consumer Defensive,2684086016.0
CLSEL,Chaman Lal Setia Exports Limited,Consumer Defensive,14574579712.0
CMPDI,Central Mine Planning & Design Institute Limited,Basic Materials,
CMRGREEN,CMR Green Technologies Limited,Basic Materials,
CMSINFO,CMS Info Systems Limited,Industrials,48259117056.0
CNL,Creative Newtech Limited,Technology,11342094336.0
COALINDIA,Coal India Limited,Energy,2764908003328.0
COASTCORP,Coastal Corporation Limited,Consumer Defensive,3530369792.0
COCHINSHIP,Cochin Shipyard Limited,Industrials,388964941824.0
COCKERILL,John Cockerill India Limited,Industrials,
COFFEEDAY,Coffee Day Enterprises Limited,Consumer Cyclical,7199458816.0
COFORGE,Coforge Limited,Technology,658385403904.0
COHANCE,Cohance Lifesciences Limited,Healthcare,167226654720.0
COLPAL,Colgate Palmolive (India) Limited,Consumer Defensive,540952231936.0
COMFINTE,Comfort Intech Limited,,
COMPUSOFT,Compucom Software Limited,Consumer Defensive,1078476288.0
COMSYN,Commercial Syn Bags Limited,Consumer Cyclical,6720107008.0
CONCOR,Container Corporation of India Limited,Industrials,368242262016.0
CONCORDBIO,Concord Biotech Limited,Healthcare,140635570176.0
CONFIPET,Confidence Petroleum India Limited,Energy,22824960000.0
CONSOFINVT,Consolidated Finvest & Holdings Limited,Financial Services,7306405376.0
CONTROLPR,Control Print Limited,Industrials,10334660608.0
CORALFINAC,Coral India Finance & Housing Limited,Real Estate,1303373952.0
CORDSCABLE,Cords Cable Industries Limited,Industrials,2816316928.0
COROMANDEL,Coromandel International Limited,Basic Materials,584631189504.0
CORONA,CORONA Remedies Limited,Healthcare,
COSMOFIRST,COSMO FIRST LIMITED,Consumer Cyclical,20800270336.0
COUNCODOS,Country Condo's Limited,Real Estate,372467040.0
CPCAP,CP Capital Limited,Financial Services,2097617408.0
CPEDU,Career Point Edutech Limited,Consumer Defensive,3820517376.0
CPPLUS,Aditya Infotech Limited,Industrials,429011140608.0
CRAFTSMAN,Craftsman Automation Limited,Consumer Cyclical,250925613056.0
CRAMC,Canara Robeco Asset Management Company Limited,Financial Services,50701881344.0
CREATIVEYE,Creative Eye Limited,Communication Services,132183872.0
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Financial Services,223745785856.0
CREST,Crest Ventures Limited,Financial Services,11192229888.0
CRISIL,Crisil Limited,Financial Services,307416662016.0
CRIZAC,Crizac Limited,Consumer Defensive,36483850240.0
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,179183845376.0
CROWN,Crown Lifters Limited,Industrials,1268237824.0
CSBBANK,CSB Bank Limited,Financial Services,61367832576.0
CSLFINANCE,CSL Finance Limited,Financial Services,5205627904.0
CTE,Cambridge Technology Enterprises Limited,Technology,612174528.0
CUB,City Union Bank Limited,Financial Services,196324491264.0
CUBEXTUB,Cubex Tubings Limited,Basic Materials,1261931264.0
CUMMINSIND,Cummins India Limited,Industrials,1613026820096.0
CUPID,Cupid Limited,Consumer Defensive,244997177344.0
CURAA,Cura Technologies Limited,Technology,836945984.0
CYBERMEDIA,Cyber Media (India) Limited,Communication Services,357229696.0
CYBERTECH,Cybertech Systems And Software Limited,Technology,4573083648.0
CYIENT,Cyient Limited,Industrials,97679089664.0
CYIENTDLM,Cyient DLM Limited,Industrials,37876658176.0
DABUR,Dabur India Limited,Consumer Defensive,752155820032.0
DAICHI,Dai-Ichi Karkaria Limited,,
DALBHARAT,Dalmia Bharat Limited,Basic Materials,322367881216.0
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Consumer Defensive,27280590848.0
DAMCAPITAL,Dam Capital Advisors Limited,Financial Services,10956329984.0
DAMODARIND,Damodar Industries Limited,Consumer Cyclical,738377024.0
DANGEE,Dangee Dums Limited,Consumer Cyclical,478862272.0
DATAMATICS,Datamatics Global Services Limited,Technology,48130330624.0
DATAPATTNS,Data Patterns (India) Limited,Industrials,271522250752.0
DAVANGERE,Davangere Sugar Company Limited,Consumer Defensive,5162266624.0
DBCORP,D.B.Corp Limited,Communication Services,36581425152.0
DBEIL,Deepak Builders & Engineers India Limited,Industrials,3968689664.0
DBL,Dilip Buildcon Limited,Industrials,75666800640.0
DBOL,Dhampur Bio Organics Limited,Consumer Defensive,7483452416.0
DBREALTY,Valor Estate Limited,Real Estate,63461593088.0
DBSTOCKBRO,DB (International) Stock Brokers Limited,Financial Services,1015000000.0
DCAL,Dishman Carbogen Amcis Limited,Healthcare,28067309568.0
DCBBANK,DCB Bank Limited,Financial Services,60280016896.0
DCI,Dc Infotech And Communication Limited,Technology,4469000192.0
DCM,DCM  Limited,Industrials,1828551552.0
DCMFINSERV,DCM Financial Services Limited,Financial Services,120360296.0
DCMNVL,DCM Nouvelle Limited,Consumer Cyclical,2829678848.0
DCMSHRIRAM,DCM Shriram Limited,Industrials,162108866560.0
DCMSIL,DCM Shriram International Limited,Industrials,5871102464.0
DCMSRIND,DCM Shriram Industries Limited,Consumer Defensive,3413573376.0
DCW,DCW Limited,Basic Materials,15061760000.0
DCXINDIA,DCX Systems Limited,Industrials,22684958720.0
DDEVPLSTIK,Ddev Plastiks Industries Limited,Basic Materials,28600948736.0
DECCANCE,Deccan Cements Limited,Basic Materials,8090731520.0
DECNGOLD,Deccan Gold Mines Limited,,
DEEDEV,DEE Development Engineers Limited,Industrials,45720731648.0
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Basic Materials,203612454912.0
DEEPAKNTR,Deepak Nitrite Limited,Basic Materials,227503587328.0
DEEPINDS,Deep Industries Limited,Energy,31196801024.0
DELHIVERY,Delhivery Limited,Industrials,362292707328.0
DELPHIFX,DELPHI WORLD MONEY LIMITED,Financial Services,2072512640.0
DELTACORP,Delta Corp Limited,Consumer Cyclical,17737156608.0
DELTAMAGNT,Delta Manufacturing Limited,Consumer Cyclical,687852480.0
DEN,Den Networks Limited,Communication Services,15494892544.0
DENORA,De Nora India Limited,Industrials,4887128576.0
DENTA,Denta Water and Infra Solutions Limited,Industrials,9184799744.0
DEVIT,Dev Information Technology Limited,Technology,1595092992.0
DEVX,Dev Accelerator Limited,Real Estate,3409588992.0
DEVYANI,Devyani International Limited,Consumer Cyclical,146054037504.0
DGCONTENT,Digicontent Limited,Communication Services,1538174336.0
DHAMPURSUG,Dhampur Sugar Mills Limited,Consumer Defensive,9060144128.0
DHANBANK,Dhanlaxmi Bank Limited,Financial Services,13530275840.0
DHANUKA,Dhanuka Agritech Limited,Basic Materials,47961821184.0
DHARMAJ,Dharmaj Crop Guard Limited,Basic Materials,8956283904.0
DHRUV,Dhruv Consultancy Services Limited,Industrials,542633536.0
DHUNINV,Dhunseri Investments Limited,Financial Services,5304544768.0
DIACABS,Diamond Power Infrastructure Limited,Industrials,108661432320.0
DIAMINESQ,Diamines & Chemicals Limited,Basic Materials,2402760704.0
DIAMONDYD,Prataap Snacks Limited,Consumer Defensive,26511994880.0
DICIND,DIC India Limited,Basic Materials,4910752768.0
DIFFNKG,Diffusion Engineers Limited,Industrials,14187799552.0
DIGIDRIVE,Digidrive Distributors Limited,Consumer Cyclical,738989760.0
DIGISPICE,DiGiSPICE Technologies Limited,Financial Services,3984322304.0
DIGITIDE,Digitide Solutions Limited,Industrials,13112804352.0
DIGJAMLMTD,Digjam Limited,Consumer Cyclical,896800000.0
DISAQ,Disa India Limited,,
DISHTV,Dish TV India Limited,Communication Services,5781544448.0
DIVGIITTS,Divgi Torqtransfer Systems Limited,Consumer Cyclical,26302846976.0
DIVISLAB,Divi's Laboratories Limited,Healthcare,1823636324352.0
DIXON,Dixon Technologies (India) Limited,Technology,746039214080.0
DJML,DJ Mediaprint & Logistics Limited,Industrials,4067813888.0
DLF,DLF Limited,Real Estate,1562911834112.0
DLINKINDIA,D-Link (India) Limited,Technology,18524653568.0
DMART,Avenue Supermarts Limited,Consumer Defensive,2841378816000.0
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,Basic Materials,6342224896.0
DNAMEDIA,Diligent Media Corporation Limited,Communication Services,338999104.0
DODLA,Dodla Dairy Limited,Consumer Defensive,68466032640.0
DOLATALGO,Dolat Algotech Limited,Financial Services,13472800768.0
DOLLAR,Dollar Industries Limited,Consumer Cyclical,14590222336.0
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Energy,15521776640.0
DOMS,DOMS Industries Limited,Industrials,140080807936.0
DONEAR,Donear Industries Limited,Consumer Cyclical,4738759680.0
DPABHUSHAN,D. P. Abhushan Limited,Consumer Cyclical,21171755008.0
DPSCLTD,DPSC Limited,Utilities,7556608000.0
DPWIRES,D P Wires Limited,Industrials,2959650304.0
DRAGARWQ,Dr Agarwals Eye Hospital Limited,,
DRCSYSTEMS,DRC Systems India Limited,Technology,2089179264.0
DREAMFOLKS,Dreamfolks Services Limited,Industrials,3771506432.0
DREDGECORP,Dredging Corporation of India Limited,Industrials,34042400768.0
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,1103507488768.0
DSFCL,DCM Shriram Fine Chemicals Limited,Basic Materials,2086942464.0
DSSL,Dynacons Systems & Solutions Limited,Technology,18100664320.0
DTIL,Dhunseri Tea & Industries Limited,Consumer Defensive,1471039744.0
DUCON,Ducon Infratechnologies Limited,Industrials,1150236672.0
DVL,Dhunseri Ventures Limited,Financial Services,8517669376.0
DWARKESH,Dwarikesh Sugar Industries Limited,Consumer Defensive,8034672128.0
DYCL,Dynamic Cables Limited,Industrials,17852162048.0
DYNAMATECH,Dynamatic Technologies Limited,Consumer Cyclical,74719453184.0
DYNPRO,Dynemic Products Limited,Basic Materials,2898921216.0
E2E,E2E Networks Limited,Technology,92877537280.0
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,28622034944.0
EASTSILK,Eastern Silk Industries Limited,Consumer Cyclical,271249984.0
EBGNG,GNG Electronics Limited,Technology,60790943744.0
ECLERX,eClerx Services Limited,Technology,133168693248.0
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,Industrials,8249999872.0
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,124525699072.0
EFCIL,EFC (I) Limited,Real Estate,28889446400.0
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,2100180680704.0
EIDPARRY,EID Parry India Limited,Basic Materials,126846820352.0
EIEL,Enviro Infra Engineers Limited,Industrials,40059457536.0
EIFFL,Euro India Fresh Foods Limited,Consumer Defensive,8531200000.0
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Cyclical,19792107520.0
EIHOTEL,EIH Limited,Consumer Cyclical,204806766592.0
EIMCOELECO,Eimco Elecon (India) Limited,Industrials,10216963072.0
EKC,Everest Kanto Cylinder Limited,Industrials,13896921088.0
ELANTAS,Elantas Beck India Limited,Basic Materials,85733916672.0
ELCIDIN,EL CID Investments Limited,,
ELDEHSG,Eldeco Housing And Industries Limited,Real Estate,7993737216.0
ELECON,Elecon Engineering Company Limited,Industrials,123419967488.0
ELECTCAST,Electrosteel Castings Limited,Industrials,52384960512.0
ELECTHERM,Electrotherm (India) Limited,Basic Materials,14131780608.0
ELGIEQUIP,Elgi Equipments Limited,Industrials,195418193920.0
ELGIRUBCO,Elgi Rubber Company Limited,Consumer Cyclical,2486984448.0
ELIN,Elin Electronics Limited,Industrials,5383011328.0
ELITECON,Elitecon International Limited,,
ELLEN,Ellenbarrie Industrial Gases Limited,Basic Materials,40230068224.0
ELPROINTL,Elpro International Limited,,29065672704.0
EMAMILTD,Emami Limited,Consumer Defensive,178135646208.0
EMAMIPAP,Emami Paper Mills Limited,Basic Materials,5282777088.0
EMAMIREAL,Emami Realty Limited,Real Estate,4688253440.0
EMBDL,Embassy Developments Limited,Real Estate,86043066368.0
EMCURE,Emcure Pharmaceuticals Limited,Healthcare,358135070720.0
EMIL,Electronics Mart India Limited,Consumer Cyclical,46862401536.0
EMKAY,Emkay Global Financial Services Limited,Financial Services,7982513152.0
EMMBI,Emmbi Industries Limited,Consumer Cyclical,2041198080.0
EMMVEE,Emmvee Photovoltaic Power Limited,Technology,228854644736.0
EMPOWER,Empower India Limited,,
EMSLIMITED,EMS Limited,Industrials,24580712448.0
EMUDHRA,eMudhra Limited,Technology,37358522368.0
ENDURANCE,Endurance Technologies Limited,Consumer Cyclical,377370279936.0
ENERGYDEV,Energy Development Company Limited,Utilities,784700032.0
ENGINERSIN,Engineers India Limited,Industrials,148278018048.0
ENIL,Entertainment Network (India) Limited,Communication Services,5264720896.0
ENRIN,Siemens Energy India Limited,Utilities,1372132343808.0
ENTERO,Entero Healthcare Solutions Limited,Healthcare,47582162944.0
EPACK,EPACK Durable Limited,Consumer Cyclical,23921436672.0
EPACKPEB,EPack Prefab Technologies Limited,Industrials,27131549696.0
EPIGRAL,Epigral Limited,Basic Materials,48952471552.0
EPL,EPL Limited,Consumer Cyclical,75457888256.0
EQUIPPP,Equippp Social Impact Technologies Limited,Technology,2216547328.0
EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,87952211968.0
ERIS,Eris Lifesciences Limited,Healthcare,203693883392.0
ESABINDIA,Esab India Limited,Industrials,88417509376.0
ESAFSFB,ESAF Small Finance Bank Limited,Financial Services,17970601984.0
ESCORTS,Escorts Kubota Limited,Industrials,325163941888.0
ESSARSHPNG,Essar Shipping Limited,Industrials,5057830400.0
ESSENTIA,Integra Essentia Limited,Consumer Defensive,2439843584.0
ESTER,Ester Industries Limited,Basic Materials,9718211584.0
ETERNAL,ETERNAL LIMITED,Consumer Cyclical,2441897836544.0
ETHOSLTD,Ethos Limited,Consumer Cyclical,65706192896.0
EUREKAFORB,Eureka Forbes Limited,Consumer Cyclical,92244705280.0
EUROBOND,Euro Panel Products Limited,Industrials,4312000000.0
EUROPRATIK,Euro Pratik Sales Limited,Basic Materials,28615999488.0
EUROTEXIND,Eurotex Industries and Exports Limited,Real Estate,210438656.0
EVEREADY,Eveready Industries India Limited,Industrials,26999685120.0
EVERESTIND,Everest Industries Limited,Industrials,6404139008.0
EXCELINDUS,Excel Industries Limited,Basic Materials,11620976640.0
EXCELSOFT,Excelsoft Technologies Limited,Technology,9202128896.0
EXICOM,Exicom Tele-Systems Limited,Industrials,23765952512.0
EXIDEIND,Exide Industries Limited,Consumer Cyclical,326102482944.0
EXPLEOSOL,Expleo Solutions Limited,Technology,12694370304.0
EXXARO,Exxaro Tiles Limited,Industrials,3243727360.0
FABTECH,Fabtech Technologies Limited,Healthcare,7021002240.0
FACT,Fertilizers and Chemicals Travancore Limited,Basic Materials,588673777664.0
FAIRCHEMOR,Fairchem Organics Limited,Basic Materials,7941715968.0
FAZE3Q,Faze Three Limited,Consumer Cyclical,14054077440.0
FCL,Fineotex Chemical Limited,Basic Materials,54289027072.0
FCSSOFT,FCS Software Solutions Limited,Technology,2701094144.0
FDC,FDC Limited,Healthcare,68054614016.0
FEDDERSHOL,Fedders Holding Limited,,
FEDERALBNK,The Federal Bank  Limited,Financial Services,796813688832.0
FEDFINA,Fedbank Financial Services Limited,Financial Services,57874251776.0
FERMENTA,Fermenta Biotech Limited,,
FIBERWEB,Fiberweb (India) Limited,Consumer Cyclical,856553344.0
FIEMIND,Fiem Industries Limited,Consumer Cyclical,60166742016.0
FILATEX,Filatex India Limited,Consumer Cyclical,24343279616.0
FILATFASH,Filatex Fashions Limited,Consumer Cyclical,1666814592.0
FINCABLES,Finolex Cables Limited,Industrials,179642548224.0
FINEORG,Fine Organic Industries Limited,Basic Materials,162037972992.0
FINKURVE,Finkurve Financial Services Limited,Financial Services,9933405184.0
FINOPB,Fino Payments Bank Limited,Financial Services,12907173888.0
FINPIPE,Finolex Industries Limited,Industrials,114233499648.0
FIRSTCRY,Brainbees Solutions Limited,Consumer Cyclical,107642978304.0
FISCHER,Fischer Medical Ventures Limited,Healthcare,23006220288.0
FIVESTAR,Five-Star Business Finance Limited,Financial Services,146689589248.0
FLAIR,Flair Writing Industries Limited,Industrials,29695148032.0
FLEXITUFF,Flexituff Ventures International Limited,Consumer Cyclical,222866848.0
FLUOROCHEM,Gujarat Fluorochemicals Limited,Basic Materials,423471742976.0
FMGOETZE,Federal-Mogul Goetze (India) Limited.,Consumer Cyclical,26238892032.0
FMNL,Future Market Networks Limited,Real Estate,726380992.0
FOCUS,Focus Lighting and Fixtures Limited,Consumer Cyclical,6146285056.0
FOODSIN,Foods & Inns Limited,Consumer Defensive,4123650048.0
FORCEMOT,FORCE MOTORS LTD,Consumer Cyclical,242627690496.0
FORTIS,Fortis Healthcare Limited,Healthcare,742425886720.0
FOSECOIND,Foseco India Limited,Basic Materials,39479058432.0
FRACTAL,Fractal Analytics Limited,Technology,163968745472.0
FRONTSP,Frontier Springs Limited,,
FSL,Firstsource Solutions Limited,Technology,168490614784.0
FUSION,Fusion Finance Limited,Financial Services,29256103936.0
GABRIEL,Gabriel India Limited,Consumer Cyclical,217815695360.0
GAEL,Gujarat Ambuja Exports Limited,Consumer Defensive,74171637760.0
GAIL,GAIL (India) Limited,Utilities,1152216989696.0
GALAPREC,Gala Precision Engineering Limited,Industrials,14402845696.0
GALAXYSURF,Galaxy Surfactants Limited,Basic Materials,68782219264.0
GALLANTT,Gallantt Ispat Limited,Basic Materials,179886997504.0
GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,17751431168.0
GANDHITUBE,Gandhi Special Tubes Limited,Industrials,10378415104.0
GANECOS,Ganesha Ecosphere Limited,Consumer Cyclical,24399618048.0
GANESHBE,Ganesh Benzoplast Limited,Basic Materials,7923155968.0
GANESHCP,Ganesh Consumer Products Limited,Consumer Defensive,8243431936.0
GANESHHOU,GANESH HOUSING LIMITED,Real Estate,64520761344.0
GANGAFORGE,Ganga Forging Limited,Industrials,353181824.0
GANGESSECU,Ganges Securities Limited,Consumer Defensive,1244258560.0
GARFIBRES,Garware Technical Fibres Limited,Consumer Cyclical,74388504576.0
GARUDA,Garuda Construction and Engineering Limited,Industrials,17407178752.0
GATECH,GACM Technologies Limited,Financial Services,672052224.0
GATECHDVR,GACM Technologies Limited,Financial Services,620355904.0
GATEWAY,Gateway Distriparks Limited,Industrials,31002900480.0
GAUDIUMIVF,Gaudium IVF and Women Health Limited,Healthcare,8071336960.0
GAYAHWS,Gayatri Highways Limited,Industrials,534423744.0
GAYAPROJ,Gayatri Projects Limited,Industrials,11166391296.0
GCSL,Gretex Corporate Services Limited,Financial Services,9765482496.0
GEECEE,GeeCee Ventures Limited,Real Estate,7451894272.0
GEEKAYWIRE,Geekay Wires Limited,Industrials,2704977408.0
GEMAROMA,Gem Aromatics Limited,Basic Materials,9483652096.0
GENCON,Generic Engineering Construction and Projects Limited,Industrials,2367777280.0
GENESYS,Genesys International Corporation Limited,Technology,15184533504.0
GENUSPAPER,Genus Paper & Boards Limited,Basic Materials,3260356864.0
GENUSPOWER,Genus Power Infrastructures Limited,Industrials,92895690752.0
GEOJITFSL,Geojit Financial Services Limited,Financial Services,22131593216.0
GESHIP,The Great Eastern Shipping Company Limited,Industrials,214678978560.0
GFLLIMITED,GFL Limited,Financial Services,5194806784.0
GHCL,GHCL Limited,Basic Materials,40350662656.0
GHCLTEXTIL,GHCL Textiles Limited,Consumer Cyclical,9194396672.0
GICHSGFIN,GIC Housing Finance Limited,Financial Services,9024900096.0
GICL,Globe International Carriers Limited,Industrials,2508902400.0
GICRE,General Insurance Corporation of India,Financial Services,654303494144.0
GILLANDERS,Gillanders Arbuthnot & Company Limited,Consumer Defensive,1993375104.0
GILLETTE,Gillette India Limited,Consumer Defensive,256331595776.0
GINNIFILA,Ginni Filaments Limited,Consumer Cyclical,3885943296.0
GIPCL,Gujarat Industries Power Company Limited,Utilities,25458518016.0
GKENERGY,GK Energy Limited,Utilities,30491547648.0
GKSL,Gujarat Kidney And Super Speciality Limited,Healthcare,10217295872.0
GKWLIMITED,GKW Limited,Industrials,10978360320.0
GLAND,Gland Pharma Limited,Healthcare,369773641728.0
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,403779289088.0
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,627699220480.0
GLFL,Gujarat Lease Financing Limited,Financial Services,184455232.0
GLOBAL,Global Education Limited,Consumer Defensive,5570660352.0
GLOBALE,Globale Tessile Limited,Consumer Cyclical,138063568.0
GLOBALVECT,Global Vectra Helicorp Limited,Industrials,2293200128.0
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,Consumer Cyclical,1017946432.0
GLOBECIVIL,Globe Civil Projects Limited,Industrials,2686757888.0
GLOBUSSPR,Globus Spirits Limited,Consumer Defensive,25842876416.0
GLOSTERLTD,Gloster Limited,Consumer Cyclical,7814581760.0
GLOTTIS,Glottis Limited,Industrials,6191001088.0
GMBREW,GM Breweries Limited,Consumer Defensive,20955199488.0
GMDCLTD,Gujarat Mineral Development Corporation Limited,Energy,194107211776.0
GMMPFAUDLR,GMM Pfaudler Limited,Industrials,36801982464.0
GMRAIRPORT,GMR AIRPORTS LIMITED,Industrials,1148499787776.0
GMRP&UI,GMR Power and Urban Infra Limited,Energy,79257665536.0
GNA,GNA Axles Limited,Consumer Cyclical,18056693760.0
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Basic Materials,84270481408.0
GNRL,Gujarat Natural Resources Limited,,
GOACARBON,Goa Carbon Limited,Basic Materials,3774808832.0
GOCLCORP,GOCL Corporation Limited,Basic Materials,21829244928.0
GOCOLORS,Go Fashion (India) Limited,Consumer Cyclical,19505221632.0
GODAVARIB,Godavari Biorefineries Limited,Basic Materials,15214616576.0
GODFRYPHLP,Godfrey Phillips India Limited,Consumer Defensive,359381991424.0
GODIGIT,Go Digit General Insurance Limited,Financial Services,289995096064.0
GODREJAGRO,Godrej Agrovet Limited,Consumer Defensive,110164557824.0
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,1045039677440.0
GODREJIND,Godrej Industries Limited,Industrials,379343306752.0
GODREJPROP,Godrej Properties Limited,Real Estate,547628777472.0
GOKEX,Gokaldas Exports Limited,Consumer Cyclical,60494708736.0
GOKUL,Gokul Refoils and Solvent Limited,Consumer Defensive,4232036352.0
GOKULAGRO,Gokul Agro Resources Limited,Consumer Defensive,65284988928.0
GOLDIAM,Goldiam International Limited,Consumer Cyclical,53517410304.0
GOLDTECH,AION-TECH SOLUTIONS LIMITED,Technology,2304422656.0
GOODLUCK,Goodluck India Limited,Basic Materials,48428507136.0
GOODYEAR,Goodyear India Limited,Consumer Cyclical,17715077120.0
GOPAL,Gopal Snacks Limited,Consumer Defensive,35467710464.0
GOYALALUM,Goyal Aluminiums Limited,Basic Materials,1013402752.0
GPIL,Godawari Power And Ispat limited,Basic Materials,178458869760.0
GPPL,Gujarat Pipavav Port Limited,Industrials,75992129536.0
GPTHEALTH,GPT Healthcare Limited,Healthcare,12342686720.0
GPTINFRA,GPT Infraprojects Limited,Industrials,17846472704.0
GRADIENTE,Gradiente Infotainment Limited,Communication Services,897480000.0
GRANDOAK,Grand Oak Canyons Distillery Limited,,
GRANULES,Granules India Limited,Healthcare,197494145024.0
GRAPHITE,Graphite India Limited,Industrials,122520035328.0
GRASIM,Grasim Industries Limited,Basic Materials,2152045740032.0
GRAUWEIL,Grauer & Weil India Limited,Basic Materials,34477408256.0
GRAVISSHO,Graviss Hospitality Limited,,
GRAVITA,Gravita India Limited,Industrials,125534420992.0
GREAVESCOT,Greaves Cotton Limited,Industrials,49190027264.0
GREENLAM,Greenlam Industries Limited,Consumer Cyclical,66670088192.0
GREENPANEL,Greenpanel Industries Limited,Basic Materials,23190065152.0
GREENPLY,Greenply Industries Limited,Basic Materials,37245792256.0
GREENPOWER,Orient Green Power Company Limited,Utilities,13020652544.0
GRINDWELL,Grindwell Norton Limited,Industrials,240162766848.0
GRINFRA,G R Infraprojects Limited,Industrials,93185228800.0
GRMOVER,GRM Overseas Limited,Consumer Defensive,19449135104.0
GROBTEA,The Grob Tea Company Limited,Consumer Defensive,1208125824.0
GROWW,Billionbrains Garage Ventures Limited,Financial Services,1206738354176.0
GRPLTD,GRP Limited,Consumer Cyclical,10133330944.0
GRSE,Garden Reach Shipbuilders & Engineers Limited,Industrials,323953065984.0
GRWRHITECH,Garware Hi-Tech Films Limited,Basic Materials,163881304064.0
GSFC,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,66326585344.0
GSLSU,Global Surfaces Limited,Basic Materials,1875395328.0
GSPCROP,GSP Crop Science Limited,Basic Materials,20538028032.0
GSS,GSS Infotech Limited,Technology,347102048.0
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,Consumer Defensive,271233792.0
GTL,GTL Limited,Communication Services,1289833600.0
GTLINFRA,GTL Infrastructure Limited,Technology,19213668352.0
GTPL,GTPL Hathway Limited,Communication Services,7130157056.0
GUFICBIO,Gufic Biosciences Limited,Healthcare,36758552576.0
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Basic Materials,47767052288.0
GUJAPOLLO,Gujarat Apollo Industries Limited,Industrials,4902660096.0
GUJGASLTD,Gujarat Gas Limited,Utilities,349819371520.0
GUJRAFFIA,Gujarat Raffia Industries Limited,,
GUJTHEM,Gujarat Themis Biosyn Limited,Healthcare,43894296576.0
GULFOILLUB,Gulf Oil Lubricants India Limited,Basic Materials,52552155136.0
GULFPETRO,GP Petroleums Limited,Energy,2039375360.0
GULPOLY,Gulshan Polyols Limited,Basic Materials,12977680384.0
GVKPIL,GVK Power & Infrastructure Limited,Utilities,4327036416.0
GVPIL,GE Power India Limited,Industrials,70941786112.0
GVPTECH,GVP Infotech Limited,Technology,1233293312.0
GVT&D,GE Vernova T&D India Limited,Industrials,1429763784704.0
HAL,Hindustan Aeronautics Limited,Industrials,3007748505600.0
HALDER,Halder Venture Limited,Consumer Defensive,2980550400.0
HALDYNGL,Haldyn Glass Limited,,
HALEOSLABS,HALEOS LABS LIMITED,Healthcare,4232601856.0
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,52140892160.0
HAPPYFORGE,Happy Forgings Limited,Industrials,147919798272.0
HARDWYN,Hardwyn India Limited,Industrials,12284115968.0
HARIOMPIPE,Hariom Pipe Industries Limited,Basic Materials,12990777344.0
HARRMALAYA,Harrisons  Malayalam Limited,Consumer Defensive,3919927808.0
HARSHA,Harsha Engineers International Limited,Industrials,39763513344.0
HATHWAY,Hathway Cable & Datacom Limited,Communication Services,21506768896.0
HATSUN,Hatsun Agro Product Limited,Consumer Defensive,204783616000.0
HAVELLS,Havells India Limited,Industrials,744052031488.0
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,194990480.0
HAWKINCOOK,Hawkins Cookers Limited,Consumer Cyclical,
HBESD,HB Estate Developers Limited,,
HBLENGINE,HBL Engineering Limited,Industrials,230085656576.0
HBSL,HB Stockholdings Limited,Financial Services,388288992.0
